,JobText
52,"Title: Assistant, Scheduling 
 COMPANY: Saint Francis Health System 
 Location ZipCode: 74152 
 Job Description: Assistant, Scheduling
Department
63610 - SURGICAL SERVICES/OR
Schedule
Variable
Shift
Hourly Full Time
Hours
40.00
Requisition #
45641
Job Details
The schedule for this position is Monday through Thursday 8:30pm to 7:00am.

Job Summary:

Ensures timely, accurate, and complete performance of all department clerical responsibilities and functions.

Education:

High School Diploma or GED.

Licensure, Registration and/or Certification:

None.

Work Experience:

1 year of related experience.

Knowledge, Skills and Abilities:

Working knowledge of general medical office procedures and medical terminology. Effective skill in operating a computer. Effective interpersonal and oral communications skills. Ability to organize and prioritize work in and effective manner. Ability to type 35 words per minute.
EOE Protected Veterans/Disability  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""3b267d8028954a1cbc318db9ce0ae9bd1808""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 73-1501972 
 fedcontractor: 1"
53,"Title: Customer Service Associate II 
 COMPANY: Lowe's 
 Location ZipCode: 73140 
 Job Description: Job Description:

Position Description

Responsible for assisting customers with all of their shopping needs including assisting customers in the selection, demonstration, preparation and loading of merchandise. Also responsible for responding to customer inquiries throughout their shopping experience including promoting customer loyalty plans and/or extended protection/replacement plans where appropriate.

Job Requirements

CSA Sales Floor: Requires morning, afternoon and evening availability any day of the week.

Weekend/Holiday Team: Requires morning, afternoon, and evening availability on Friday, Saturday, Sunday, and holidays.

Weekday Team: Requires morning and afternoon availability Monday through Friday during peak day hours.

Physical ability to move large, bulky and/or heavy merchandise. Physical ability to perform tasks that may require prolonged standing, sitting, and other activities necessary to perform job duties.

Minimum Qualifications

6 months experience using a computer, including inputting, accessing, modifying, or outputting information.

6 months experience using a handheld device (e.g., mobile phone, LRT gun, palm pilot, tablet, iPod) to enter, access, and output information.

Preferred Qualifications

Associate's Degree in Business, Retail Management, Specialty related to department (e.g., design, appliances) or related field OR Certification in trade related to department (e.g., kitchen, plumbing, electrical, lawn and garden).

1 year retail experience identifying and selling products based on customer needs, including credit cards, installations, add-on sales, and explaining warranties, product features, and benefits.

1 year retail experience providing customer service, including identifying and resolving customer issues, assisting customers in locating product, greeting customers, answering phones, building relationships with customers, and thanking customers for their business.

1 year retail experience in related department (e.g., kitchen, plumbing, electrical, lawn and garden).

1 year experience working in any department at a Lowe's retail store.

Job ID: 1417235BR

Line of Business: Store

Job Category: Retail Associate

Department: 0011 - Building Materials

Employment Type I: Regular

Employment Type II: Full-Time

Location #: 2574

Location Name: Midwest City, OK

City: Midwest City

State: OK

EEO Statement:

Loweâs is an equal opportunity employer and administers all personnel practices without regard to race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity or expression, marital status, veteran status, genetics or any other category protected under applicable law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""38359844845d45d499cb73672d70036a1808""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 560578072 
 fedcontractor: 1"
54,"Title: Plumbing Pro 
 COMPANY: Lowe's 
 Location ZipCode: 74005 
 Job Description: Job Description:

Position Description

Serve as the store expert on plumbing-related merchandise by providing customers and employees with comprehensive information on plumbing-related merchandise, and assisting customers in assembling, cutting, selecting, and loading merchandise. Also promotes Lowe s services by explaining features, creating quotes, and selling installations and following up with customers and vendors. Responsible for managing inventory levels and pricing documentation to support sales and ensuring products are stocked and displayed according to standards. The Plumbing Pro also follows up with customers and vendors based on jobs and materials sold to ensure all project requirements are satisfied, and pulls merchandise for internet orders.

Job Requirements

Requires morning, afternoon, and evening availability any day of the week. Physical ability to move large, bulky and/or heavy merchandise. Physical ability to perform tasks that may require prolonged standing, sitting, and other activities necessary to perform job duties.

Minimum Qualifications

1 year experience selling plumbing supplies OR

2 years experience working as a plumber in industry OR

2 years trade or vocational school in the plumbing trade.

Preferred Qualifications

1 year experience working with contractors in a sales role or in the field.

6 months retail sales experience.

Licensure or certification in the plumbing trade.

Licensure or certification as a plumbing inspector.

Job ID: 1380572BR

Line of Business: Store

Job Category: Sales

Department: 0041 - Plumbing

Employment Type I: Regular

Employment Type II: Full-Time

Location #: 0351

Location Name: Bartlesville, OK

City: Bartlesville

State: OK

EEO Statement:

Loweâs is an equal opportunity employer and administers all personnel practices without regard to race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity or expression, marital status, veteran status, genetics or any other category protected under applicable law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""6b8660281dc644afa2a4b1cc99514ca61808""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 560578072 
 fedcontractor: 1"
55,"Title: Information Security Engineer 
 COMPANY: Aetna 
 Location ZipCode: 16319 
 Job Description: Req ID: 51418BR

POSITION SUMMARY

As a member of Aetnas IAM Engineering team, the Information Security Engineer will help implement Identity & Access Management (IAM) solutions in order to control risk in accordance with the established corporate security policy.


Fundamental Components:

- Implement technical solutions for Enterprise Identity and Access Management (IAM) on the premises and/or cloud

- Develop automated solutions using IAM vendor suite products and/or custom software

- Meet tight deadlines with an ability to prioritize workload, and consistently deliver high quality work with a focus on delivering business value

- Seek understanding of the security industry landscape and knowledge of the new trends/threats related to IAM


BACKGROUND/EXPERIENCE desired:

- 2+ years of experience in custom software or vendor suite product implementations

- 2+ years of experience leveraging SQL (in MySQL or MS SQL Server databases) to manipulate data and set up automated processes as per business requirements

- 2+ years of experience as a Data Engineer or related specialty (e.g., Software Engineer, Business Intelligence Engineer, Data Scientist)

- Experience developing ETL programs and building data products incrementally by integrating and managing datasets from multiple sources

- Experience manipulating, processing, and extracting actionable insights from large datasets

- Experience developing web applications using Microsoft .NET Framework or similar technology

- Experience in Identity & Access Management or Cyber Security a plus

- Have a strong engineering mindset with a curiosity to learn new things and willingness to experiment


EDUCATION

The highest level of education desired for candidates in this position is a Bachelor's degree or equivalent experience.


LICENSES AND CERTIFICATIONS

Information Technology/ is desired

Information Management/ is desired

Security/ is desired



Telework Specifications:

Telework considered only for rare and unique circumstances; Option for telework will be evaluated after a certain period of employment.


ADDITIONAL JOB INFORMATION

Aetna is about more than just doing a job. This is our opportunity to re-shape healthcare for America and across the globe. We are developing solutions to improve the quality and affordability of healthcare. What we do will benefit generations to come.


We care about each other, our customers and our communities. We are inspired to make a difference, and we are committed to integrity and excellence.


Together we will empower people to live healthier lives.


Aetna is an equal opportunity & affirmative action employer. All qualified applicants will receive consideration for employment regardless of personal characteristics or status. We take affirmative action to recruit, select and develop women, people of color, veterans and individuals with disabilities.


We are a company built on excellence. We have a culture that values growth, achievement and diversity and a workplace where your voice can be heard.







Benefit eligibility may vary by position. Click here to review the benefits associated with this position.







Aetna takes our candidate's data privacy seriously. At no time will any Aetna recruiter or employee request any financial or personal information (Social Security Number, Credit card information for direct deposit, etc.) from you via e-mail. Any requests for information will be discussed prior and will be conducted through a secure website provided by the recruiter. Should you be asked for such information, please notify us immediately.

Job Function: Information Technology  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""8b393895511f43c788c0c16381da6ead1810""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 06-6033492 
 fedcontractor: 1"
56,"Title: Teacher - Childcare - 180008IR 
 COMPANY:  
 Location ZipCode: 19380 
 Job Description: Teacher - Childcare - 180008IR DESCRIPTION/RESPONSIBILITIES: Our Teachers bring warmth, patience, and understanding to the classroom every day, encouraging children to learn and grow. They inspire children to be lifelong learners using our nationally recognized curriculum that promotes social, physical, verbal, and cognitive development. Our Teachers are committed to making their center successful and know that creating meaningful relationships with children, families, and their team play a crucial role in that success. When you join our team as a Teacher you will: &nbsp;* Implement KCE&#39;s curriculum in a way that is consistent with the unique needs of each child &nbsp;* Create a safe, nurturing environment where children can play and learn. &nbsp;* Partner and communicate with parents, with a shared desire to provide the best care and education for their children. &nbsp;* Support your center&#39;s success; partner with center staff and leadership to achieve goals around enrollment, accreditation, and engagement. &nbsp;* Cultivate positive relationships with families, teachers, state licensing authorities, community contacts and corporate partners. Required Skills and Experience: &nbsp;* A love for children and a strong desire to make a difference every day. &nbsp;* Ability to build relationships with families and coworkers and create a dynamic environment where play and learning happens. &nbsp;* Outstanding customer service skills, strong organizational skills, and the ability to multi-task and manage multiple situations effectively &nbsp;* Must possess active Child Development Associate (CDA) Credential and meet NAEYC candidacy requirements (or willing to obtain) &nbsp;* CPR and First Aid Certification or willingness to obtain &nbsp;* 1 year Early Childhood Education Experience (preferred) &nbsp;* Must meet state specific guidelines for the role &nbsp;* Must be physically able to use a computer with basic proficiency, lift a minimum of 40 pounds, and work indoors or outdoors. Must be able to assume postures in low levels to allow physical and visual contact with children, see and hear well enough to keep children safe, and engage in physical activity with children. &nbsp;* Ability to speak, read, and write English. The benefits our career professionals enjoy: In addition to a rewarding career where you help shape children&#39;s futures, KinderCare Education provides a competitive compensation package. Benefits include: &nbsp;* Medical, dental and vision &nbsp;* Discounted child care &nbsp;* Generous paid time off &nbsp;* Education assistance and reimbursement &nbsp;* Medical expense reimbursement/ Life insurance/Disability benefits/ Health and wellness programs &nbsp;* 401(k) savings and investment plan with employer match KinderCare Education is an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, national origin, age, sex, religion, disability, sexual orientation, marital status, military or veteran status, gender identity or expression, or any other basis protected by local, state, or federal law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""17b966d6d4664bcd9fb0ee71562e46941810""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein:  
 fedcontractor:"
57,"Title: US Senior Engineer.MFG 
 COMPANY: Eaton Corporation 
 Location ZipCode: 15009 
 Job Description: Eatonâs Electrical / Power Components Division is currently seeking a Senior Engineer to join their team. The position is located in Beaver, PA



The Senior Engineer will reduce product cost by improving the manufacturing processes, methods, and/or procedures by introducing new technologies, designs, and materials.



Making what matters work at Eaton takes the passion of every employee around the world. We create an environment where creativity, invention and discovery become reality, each and every day. Itâs where bold, bright professionals like you can reach your full potentialâand where you can help us reach ours.

- You will implement process improvements which reduce labor by simplifying tasks (process automation) or speeds the process (increases the number of products produced in a set time frame).

- Reduce product cost by improving on the product design.

- Reduce product cost by reducing material used or type of material used in the product design.

- Develop methods to reduce overall plant costs â improved inventory control, quality improvement methods, etc.

- Introduce methods of flexible manufacturing to meet JIT idealsâdecrease the amount of lost time due to set-up/changeover, flexible tooling, etc.

- Liaison between product design and/or Marketing and Manufacturing.

- Specify, investigate, justify, and purchase capital equipment to accomplish primary function.

- Order or specify tooling.

- Assist Maintenance in repair of equipment.

- Pursue safety improvements.

- Aid in the training of manufacturing personnel.



When we embrace the different ideas, perspectives and backgrounds that make each of us unique, we as individuals and as a company are stronger.

We are committed to ensuring equal employment opportunities for all job applicants and employees. Employment decisions are based upon job-related reasons regardless of an applicant's race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, marital status, genetic information, protected veteran status, or any other status protected by law.

Qualifications

Required (Basic) Qualifications:


- Bachelorâs degree in Electrical or Mechanical or Industrial Engineering from an accredited institution.

- Minimum of two yearsâ experience in a manufacturing environment.

- Must be legally authorized to work in the United States without company sponsorship now or in the future.

- Relocation is not approved for this position, only candidates residing within a 50 miles radius of Beaver, PA will be considered for this position.


We make what matters work. Everywhere you lookâfrom the technology and machinery that surrounds us, to the critical services and infrastructure that we depend on every dayâyouâll find one thing in common. It all relies on power. Thatâs why Eaton is dedicated to improving peopleâs lives and the environment with power management technologies that are more reliable, efficient, safe and sustainable. Because this is what matters.
We are confident we can deliver on this promise because of the attributes that our employees embody. Weâre ethical, passionate, accountable, efficient, transparent and weâre committed to learning. These values enable us to tackle some of the toughest challenges on the planet, never losing sight of what matters.

Job: Manufacturing & Operations


Region: North America â US/Puerto Rico

Organization: EPG CPD PCD Power Components Division


Job Level: Individual Contributor

Schedule: Full-time

Is remote work (i.e. working from home or another Eaton facility) allowed for this position?: No

Does this position offer relocation?: No

Travel: Yes, 10 % of the Time



Eaton is an Equal Opportunity and Affirmative Action Employer. Eaton is committed to ensuring equal employment opportunities for all job applicants and employees. Employment decisions are based upon job-related reasons regardless of an applicant's race, color, religion, sex, sexual orientation, gender identity, age, national origin, disability, marital status, genetic information, protected veteran status, or any other status protected by law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""5cd9b26cd648419e84c0fb44ba29e0a11810""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 34-0196300 
 fedcontractor: 1"
58,"Title: OPERATIONS ASSISTANT MANAGER 
 COMPANY: Dollar Tree 
 Location ZipCode: 18603 
 Job Description: 128756BR

Title:

OPERATIONS ASSISTANT MANAGER

Division:

STORE

Job Description:

Responsible for assisting with all operational tasks within the store as delegated and assigned by the Store Manager with main focus on the front-end and sales floor operations. Also assist with the hiring, training and development of store associates as delegated by the Store Manager

Principal Duties and Responsibilities

- Assist with all store functions and day-to-day store activities as directed by the Store Manager

- Able to perform all opening and closing procedures in the absence of the Store Manager

- Assist the Store Manager in protecting and securing all company assets, including store cash

- Adhere to all policies and procedures including safety guidelines

- Maintain a professional and friendly environment with customers, subordinates and supervisors

- Maintain all areas of the store, including the stockroom and sales floor, to company standards to include recovery

- When the Store Manager is not on the premises, direct supervisory responsibility for all hourly Associates

- Process all SSC Corporate directives including Pull and Hold/Destroy, Task Compliance, Key Survey information

- requests and any additional communications related to store activities as delegated by the Store Manager

- Assist the Store Manager on the receipt and return of DSD merchandise.

- Follow the VIP and DSD Policies and Procedures

- Assist the Store Manager in ensuring proper staffing coverage on a daily basis

- Assist the Store Manager in ensuring that the sales floor is sales effective on a daily basis

- Assist in the management of cashiering activities to ensure all company cash handling practices & guidelines are followed at all times by all Associates

- Promotional effectiveness of store-front fixtures and displays

- Assist in the management of sales effectiveness of seasonal areas in the store

- Coordinate appropriate signage utilized in the store

- Assist with the receipt and return of DSD merchandise

- Process damaged merchandise on a daily basis

- Assist Store Manager with creation of weekly schedules

- Assist in the management of store supplies and expense control

- Assist with merchandising and maintaining the checkout area to maximize impulse sales

- Ensure coolers and store-front program racks/displays are refilled daily (balloon program, sunglasses, batteries, etc.)

- Assist with the management of the Drive Item program

Minimum Requirements/Qualifications

- Prefer prior retail and management experience

- Strong communication, interpersonal, and written skills

- Ability to lift, bend and transport merchandise weighing up to 50lbs

- Ability to work in a high energy team environment

This job specification should not be construed to imply that these requirements are the exclusive standards of the position. This is not to be considered a complete list of job duties, which appear in the job description for this position, and which may be amended from time to time at the discretion of Dollar Tree. Incumbents will follow any other instructions and perform any other related duties as may be required by their supervisor.

Dollar Tree is an equal opportunity employer.

Auto Req ID:

128756BR

Zip/Postal Code::

18603

City::

Berwick

State/Province::

Pennsylvania

Address:

326 North Market St

Employment Status::

PT  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""cc86ce2a3e814d58952d0211886de01f1810""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein:  
 fedcontractor: 0"
59,"Title: Driver - 180008L8 
 COMPANY:  
 Location ZipCode: 17315 
 Job Description: Driver - 180008L8 DESCRIPTION/RESPONSIBILITIES: Make the wheels on our bus go round and round - join the KinderCare Education team as a Driver! As a Driver, you are responsible for safely transporting staff and the children we serve to and from school, field trips and other locations. When you join our team as a Driver you will: * Ensure the safety and supervision of children during transport to schools, field trips, and other locations as approved by the Center Director * Comply with KinderCare Education and all governmental regulations regarding the care of children * Keep the Center Director informed of any necessary information regarding the care and safety of children * Help with and take on responsibility in other daily center duties, as needed * Transport center vehicle for servicing (oil change, state inspections, etc.), as needed * Attend and participate in all staff meetings, center events, and parent/customer meetings, as requested Required Skills and Experience: * A love for children and a strong desire to make a difference every day * Current driver&#39;s license required with no more than three moving violations in the past three years (no alcohol or drug related convictions) * Must be at least 21 years of age and able to drive center vehicles * CPR and First Aid certification or willingness to obtain * Must be able to work flexible hours and assignments * Good verbal, listening, and written communication skills * At least two years of experience transporting children preferred * The ability to lift up to 40 pounds is strongly desired and may be required to work in some classrooms or in the kitchen * Ability to speak, read, and write English The benefits our career professionals enjoy: In addition to a rewarding career where you help shape children&#39;s futures, KinderCare Education provides a competitive compensation package. Benefits include: &nbsp;* Medical, dental and vision &nbsp;* Discounted child care &nbsp;* Generous paid time off &nbsp;* Education assistance and reimbursement &nbsp;* Medical expense reimbursement/ Life insurance/Disability benefits/ Health and wellness programs &nbsp;* 401(k) savings and investment plan with employer match KinderCare Education is an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, national origin, age, sex, religion, disability, sexual orientation, marital status, military or veteran status, gender identity or expression, or any other basis protected by local, state, or federal law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""7876ae19b7a14fd7979ac4d9f09e908b1810""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein:  
 fedcontractor:"
60,"Title: Cyber Vulnerability Management- Sr. Consultant 
 COMPANY: Deloitte 
 Location ZipCode: 19133 
 Job Description: Cyber Vulnerability Management- Sr. Consultant

Are you passionate about the common cyber and security challenges associated with threats and vulnerabilities? Are you are interested in an opportunity to change the way companies manage these risks and to design and provide innovative solutions which directly impact leading organizations and enterprises across the globe? If yes, then Deloitte s Cyber Risk team could be the place for you! Join our team of Cyber Risk professionals who collaborate with other Vulnerability Management (VM) experts, IT professionals, and clients to support cyber security, risk consulting, and managed service engagements. We are currently hiring experienced talent at all levels from more hands-on vulnerability management specialists through senior management and thought leaders. We are looking for those with experience in either infrastructure layer or application layer vulnerability management or both.

Assist in the selection and tailoring of approaches, methods, and tools to support vulnerability management service offerings and client engagements. Assess and build high-level and detailed vulnerability management programs translating business needs, architecture, operational structure, and compliance and/or regulatory requirements into cost effective and risk appropriate controls, processes, and procedures tailored to our client s needs. Identify opportunities to optimize VM programs and services in an effort to reduce the overall level of effort and costs associated with managing both application level and infrastructure level vulnerabilities. Obtain and utilize knowledge of client business processes, internal control risk management, IT controls, business and information technology management processes, and market trends on client engagements. Generate innovative ideas and participate in decision making with engagement management.

Work you ll do

As a VM Sr. Consultant in the Cyber Risk group you will:

- Support and/or lead workstreams on engagements related but not limited to application security testing, infrastructure vulnerability scanning, reviewing and prioritizing results, and remediation and/or coordinating the remediation of assessment results

- Provide technical guidance, architecture, installation, configuration, and/or operation for solutions used across the entire lifecycle of vulnerability management including asset management, scanning/testing, threat intelligence, analysis, reporting, ticketing as well as the integration of these various solutions and technologies

- Provide input, guidance and direction on the overall market offering(s) related to Vulnerability Management and play an active role in evangelizing, building and developing our portfolio

- Contribute to and play an active role in developing resources and designing delivery capacity across our global firm

- Support implementation and operational best practices while taking ownership of tasks and/or project workstreams and guiding more junior professionals

- Quickly absorb and diagnosis communication challenges within and across work teams

- Perform analysis and diagnosis of client issues related to technology configuration and setup as well as procedural or process challenges

- Contribute to deliverables and review the work of others for quality and accuracy

- Demonstrate an understanding of clients environment and overall project scope

- Demonstrate experience developing work plans, milestones and engagement schedules

- Exhibit superior organizational skills to analyze, develop, and deliver detailed reports meeting tight suspense windows

- Clearly and professionally communicate with client personnel to understand and manage expectations, gather information, and present and deliver results

- Manage and mentor more junior professionals

The Team

As it becomes increasingly difficult to prevent infiltrations and unauthorized activity, organizations need threat awareness and advanced detection and intelligence solutions to rapidly identify unauthorized or anomalous activity in their environments. Vigilant services leverage deep experience with analytic and correlation technologies to help clients develop monitoring capabilities focused on critical business processes. By integrating threat and vulnerability data, IT data, and business data, security teams are equipped with context-rich alerts to help prioritize incident handling and streamline incident investigation. Our clients can t close vulnerabilities and can t respond to threats they can t see. Our team can help. Deloitte s Vigilant Services are part of its overall Cyber Risk services offering.

For more information, see https://www2.deloitte.com/us/en/pages/risk/solutions/cyber-risk-services.html

Category: Information Technology
About Deloitte

As used in this document, Deloitte means Deloitte LLP and its subsidiaries. Please see www.deloitte.com/us/about for a detailed description of the legal structure of Deloitte LLP and its subsidiaries. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""62f8f31a255b4564b685be618c4c1ef31810""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 13-4147118 
 fedcontractor: 1"
61,"Title: SAP TM- Manager (Supply Chain) 
 COMPANY: Deloitte 
 Location ZipCode: 19133 
 Job Description: Are you looking for a career trajectory that few other organizations can offer in SAP? What about access to a high-quality portfolio of businesses and clients with opportunities to work across capabilities, industries, and geographies in roles and on projects aligned with your SAP skills? If this matches your interests and aspirations Deloitte may be right for you.

Work you ll do

- Deliver projects

- Lead and support pursuits and practice development initiatives

- Develop external eminence across sub-capabilities

- Promote and participate in forums for sharing expertise, strengthening Deloitte s collective knowledge and helping resolve our clients challenges

- Collaborate on innovative solutions to support the future of the practice

- Develop your knowledge of and gain project experience in SAP s newest and future solutions

The team

SAP

Our SAP team focuses on design, implementation, and on-going operations and maintenance of SAP applications and technology. Professionals will have hands-on access and exposure to the latest technologies and thought leaders.

We work with clients who want to improve their ability to react on digital world and enable scalability, remove performance barriers, enable innovation, and modernize core systems and reimagine their business with SAP digital solutions. Applications include SAP S/4HANA and Cloud (Hybris, Ariba, IBP, SuccessFactors, and SAP S/4HANA Public Cloud) across the following capabilities:

Finance

Supply Chain

Customer and Sales Operations

Technology (Mobility and User Experience, Cloud and Virtualization, Data Management and Analytics)

Qualifications

- Functional/technical proficiency with at least 4 full lifecycle SAP implementations and 8 years of industry and/or consulting experience

- At least 8 years experience implementing SAP TM

- Experience defining systems strategy, developing systems requirements, designing and prototyping, testing, training, defining support procedures and implementing practical business solutions under multiple deadlines

- Adept at designing and implementing technology-enabled business solutions for clients as part of a high-talent team and as a team lead or Project Manager on at least 3 full cycle implementations

- Able to collaborate with clients, identify engagement follow-on opportunities and have a strong desire to excel and be committed to gaining exposure to multiple industries while further developing your career

- Strong current hands-on configuration and design skills

- Ability to travel 80-100% is REQUIRED

- Bachelor s degree or equivalent required

- Master s degree preferred

How you ll grow

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there s always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Center. at https://zoomforth.com/s/deloitte/du#home

Benefits

At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits. Learn more about what working at Deloitte can mean for you. at http://www2.deloitte.com/us/en/pages/careers/articles/life-at-deloitte-benefits-and-rewards.html

Deloitte s culture

Our positive and supportive culture encourages our people to do their best work every day. We celebrate individuals by recognizing their uniqueness and offering them the flexibility to make daily choices that can help them to be healthy, centered, confident, and aware. We offer well-being programs and are continuously looking for new ways to maintain a culture where our people excel and lead healthy, happy lives. Learn more about Life at Deloitte.

Corporate citizenship

Deloitte is led by a purpose: to make an impact that matters. This purpose defines who we are and extends to relationships with our clients, our people and our communities. We believe that business has the power to inspire and transform. We focus on education, giving, skill-based volunteerism, and leadership to help drive positive social impact in our communities. Learn more about Deloitte s impact on the world. at http://www2.deloitte.com/us/en/pages/about-deloitte/articles/deloitte-corporate-citizenship.html

Recruiter tips

We want job seekers exploring opportunities at Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you re applying to. Check out recruiting tips from Deloitte professionals. at http://www2.deloitte.com/us/en/pages/careers/topics/recruiting-tips.html

Category: Management Consulting
About Deloitte

As used in this document, Deloitte means Deloitte LLP and its subsidiaries. Please see www.deloitte.com/us/about for a detailed description of the legal structure of Deloitte LLP and its subsidiaries. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law.  <script id=""detrack"" defer src=""https://d2e48ltfsb5exy.cloudfront.net/p/t.js?i=0,1"" data-g=""6e4e26b20ce6468287cb207d1dadbc1e1810""></script> 
 Education level:  
 experience:  
 license:  
 training:  
 work Shift:  
 Shift Duration:  
 hours per week:  
 salary:  -   
 NAICS:  
 company information:  
 company mail:  
 company direct:  
 company online:  
 company phone:  
 company fax:  
 company email:  
 fein: 13-4147118 
 fedcontractor: 1"
